,Unnamed: 0,Unnamed: 0.1,image_id,label,source,confidence,predict,fold
104,104,104.0,1017827385.jpg,4,2020,1.3984295129776,4,1.0
105,105,105.0,1017890227.jpg,3,2020,0.984430730342865,3,1.0
106,106,106.0,1018433055.jpg,3,2020,0.7706940770149231,3,1.0
107,107,107.0,1018450745.jpg,1,2020,5.451935768127441,1,1.0
108,108,108.0,101876866.jpg,3,2020,1.301755428314209,3,1.0
109,109,109.0,1018973237.jpg,0,2020,0.714964747428894,0,1.0
110,110,110.0,1019359196.jpg,3,2020,1.10245680809021,3,1.0
111,111,111.0,1019366633.jpg,4,2020,0.92499977350235,4,1.0
112,112,112.0,1019398233.jpg,4,2020,1.6897233724594116,4,1.0
113,113,113.0,1019486948.jpg,3,2020,1.1778202056884766,3,1.0
114,114,114.0,101960837.jpg,3,2020,0.92057067155838,3,1.0
115,115,115.0,1020196137.jpg,3,2020,0.9156205654144288,3,1.0
116,116,116.0,1020245430.jpg,3,2020,1.2720091342926023,3,1.0
117,117,117.0,1020387881.jpg,3,2020,0.3155187368392944,3,1.0
118,118,118.0,102039365.jpg,0,2020,1.854575753211975,4,1.0
119,119,119.0,1020423203.jpg,3,2020,0.7432262301445007,3,1.0
120,120,120.0,1020636424.jpg,3,2020,1.1251699924468994,3,1.0
121,121,121.0,1020936674.jpg,1,2020,5.093072891235352,1,1.0
122,122,122.0,1021655183.jpg,2,2020,0.8969979286193848,2,1.0
123,123,123.0,1021758544.jpg,0,2020,0.7611241936683655,1,1.0
124,124,124.0,1022008227.jpg,3,2020,0.9779939651489258,3,1.0
125,125,125.0,1022283943.jpg,3,2020,0.8349219560623169,3,1.0
126,126,126.0,1022307478.jpg,3,2020,1.44030499458313,3,1.0
127,127,127.0,1022475063.jpg,3,2020,1.2017154693603516,3,1.0
128,128,128.0,1022790491.jpg,3,2020,0.9791969060897828,3,1.0
129,129,129.0,1022850256.jpg,3,2020,1.094610333442688,3,1.0
130,130,130.0,1022932733.jpg,4,2020,0.6935227513313293,4,1.0
131,131,131.0,1023151050.jpg,3,2020,1.168839931488037,3,1.0
132,132,132.0,1023663951.jpg,0,2020,1.257061004638672,0,1.0
133,133,133.0,1023837322.jpg,3,2020,1.431382179260254,3,1.0
134,134,134.0,1023937437.jpg,3,2020,1.202934503555298,3,1.0
135,135,135.0,1024067372.jpg,4,2020,1.2197527885437012,4,1.0
136,136,136.0,1024089865.jpg,0,2020,0.4731689393520355,3,1.0
137,137,137.0,1024191493.jpg,3,2020,1.118940353393555,3,1.0
138,138,138.0,1024367055.jpg,2,2020,3.16514539718628,2,1.0
139,139,139.0,102447703.jpg,3,2020,0.5631192922592163,3,1.0
140,140,140.0,1024504187.jpg,1,2020,0.8492537140846252,1,1.0
141,141,141.0,102485576.jpg,0,2020,0.7234327793121338,3,1.0
142,142,142.0,1024995071.jpg,3,2020,0.9681565165519714,3,1.0
143,143,143.0,1025060651.jpg,3,2020,1.2293787002563477,3,1.0
144,144,144.0,1025198223.jpg,3,2020,1.015571355819702,3,1.0
145,145,145.0,1025466430.jpg,2,2020,1.3092750310897827,2,1.0
146,146,146.0,1025492337.jpg,3,2020,0.864123523235321,3,1.0
147,147,147.0,1025511060.jpg,2,2020,1.8454997539520264,2,1.0
148,148,148.0,1025557405.jpg,3,2020,1.0752639770507812,3,1.0
149,149,149.0,1025616565.jpg,3,2020,1.3220624923706057,3,1.0
150,150,150.0,1025693532.jpg,3,2020,1.3158187866210938,3,1.0
151,151,151.0,1026177105.jpg,2,2020,2.1170296669006348,2,1.0
152,152,152.0,1026467332.jpg,0,2020,0.2734233736991882,3,1.0
153,153,153.0,1026511145.jpg,3,2020,0.7640438079833984,3,1.0
154,154,154.0,1026915452.jpg,1,2020,0.5860851407051086,1,1.0
155,155,155.0,102719039.jpg,3,2020,1.2236309051513672,3,1.0
156,156,156.0,1027550629.jpg,3,2020,1.1644244194030762,3,1.0
157,157,157.0,1027766963.jpg,3,2020,0.5596945285797119,3,1.0
158,158,158.0,1027796931.jpg,0,2020,0.8771572113037109,0,1.0
159,159,159.0,1028041356.jpg,3,2020,1.0224668979644775,3,1.0
160,160,160.0,1028105805.jpg,3,2020,1.423529863357544,3,1.0
161,161,161.0,1028128877.jpg,4,2020,1.193451762199402,4,1.0
162,162,162.0,1028318593.jpg,3,2020,1.276216983795166,3,1.0
163,163,163.0,1028446573.jpg,3,2020,1.247577428817749,3,1.0
164,164,164.0,1028629473.jpg,1,2020,1.6940584182739258,1,1.0
165,165,165.0,1028697500.jpg,2,2020,2.3738045692443848,2,1.0
166,166,166.0,1029560899.jpg,3,2020,0.7222940325737,3,1.0
167,167,167.0,102968016.jpg,3,2020,0.3258836269378662,3,1.0
168,168,168.0,1029778366.jpg,3,2020,0.7455929517745972,3,1.0
169,169,169.0,1029779424.jpg,3,2020,1.1956062316894531,3,1.0
170,170,170.0,1030448520.jpg,1,2020,0.6750553846359253,4,1.0
171,171,171.0,1031500522.jpg,3,2020,1.3839049339294434,3,1.0
172,172,172.0,1031772206.jpg,3,2020,1.270906686782837,3,1.0
173,173,173.0,1032082353.jpg,3,2020,1.1904990673065186,3,1.0
174,174,174.0,1032383932.jpg,3,2020,0.6377659440040588,4,1.0
175,175,175.0,1032460539.jpg,2,2020,2.726123809814453,2,1.0
176,176,176.0,1032629824.jpg,1,2020,1.805184364318848,1,1.0
177,177,177.0,1033283646.jpg,3,2020,0.5404700636863708,3,1.0
178,178,178.0,1033403106.jpg,0,2020,1.239765167236328,0,1.0
179,179,179.0,1033787784.jpg,1,2020,4.738009452819824,1,1.0
180,180,180.0,1033962303.jpg,3,2020,0.5583422183990479,3,1.0
181,181,181.0,1034219276.jpg,4,2020,0.8550654649734497,4,1.0
182,182,182.0,1034286210.jpg,3,2020,1.3921012878417969,3,1.0
183,183,183.0,1034407153.jpg,3,2020,1.2023284435272217,3,1.0
184,184,184.0,1034527129.jpg,3,2020,1.5460450649261477,3,1.0
185,185,185.0,1034548842.jpg,2,2020,1.030085206031799,2,1.0
186,186,186.0,1034577161.jpg,3,2020,0.6808896660804749,3,1.0
187,187,187.0,1034735631.jpg,1,2020,0.883101224899292,2,1.0
188,188,188.0,1035014017.jpg,4,2020,1.1597102880477903,4,1.0
189,189,189.0,1035350866.jpg,3,2020,1.3269917964935305,3,1.0
190,190,190.0,1035475040.jpg,3,2020,0.900632917881012,3,1.0
191,191,191.0,1036133928.jpg,3,2020,1.4489388465881348,3,1.0
192,192,192.0,1036302176.jpg,3,2020,1.380665302276611,3,1.0
193,193,193.0,103630546.jpg,3,2020,1.3697741031646729,3,1.0
194,194,194.0,1036380403.jpg,2,2020,2.2613461017608643,2,1.0
195,195,195.0,1036692910.jpg,3,2020,1.1701281070709229,3,1.0
196,196,196.0,1036697361.jpg,3,2020,1.1772184371948242,3,1.0
197,197,197.0,1036774035.jpg,3,2020,0.983040690422058,3,1.0
198,198,198.0,1036959902.jpg,0,2020,2.8801724910736084,0,1.0
199,199,199.0,1037277772.jpg,1,2020,2.055737257003784,1,1.0
200,200,200.0,1037337861.jpg,3,2020,1.284468173980713,3,1.0
201,201,201.0,103776422.jpg,1,2020,0.6588925719261169,1,1.0
202,202,202.0,1038166459.jpg,3,2020,1.2864000797271729,3,1.0
203,203,203.0,1038176489.jpg,3,2020,0.7544131278991699,3,1.0
204,204,204.0,1038640139.jpg,1,2020,6.144672393798828,1,1.0
205,205,205.0,1038916688.jpg,3,2020,0.6598814725875854,3,1.0
206,206,206.0,1039045921.jpg,3,2020,0.7896355986595154,4,1.0
207,207,207.0,1039176615.jpg,4,2020,1.6066169738769531,4,1.0
208,208,208.0,1039292236.jpg,2,2020,1.314711570739746,2,1.0
209,209,209.0,1039658655.jpg,3,2020,1.4999778270721436,3,1.0
210,210,210.0,1039676268.jpg,3,2020,1.2127642631530762,3,1.0
211,211,211.0,1039830931.jpg,3,2020,1.4372456073760986,3,1.0
212,212,212.0,1039851684.jpg,3,2020,1.181096076965332,3,1.0
213,213,213.0,1040079282.jpg,3,2020,1.105405330657959,3,1.0
214,214,214.0,1040156603.jpg,3,2020,0.4656336903572082,3,1.0
215,215,215.0,1040315063.jpg,0,2020,3.37833023071289,0,1.0
216,216,216.0,1040699059.jpg,1,2020,2.292868137359619,1,1.0
217,217,217.0,1040828572.jpg,3,2020,1.06831955909729,3,1.0
218,218,218.0,104086261.jpg,3,2020,1.1807379722595217,3,1.0
219,219,219.0,1040876350.jpg,3,2020,1.3058011531829834,3,1.0
220,220,220.0,1041022257.jpg,3,2020,1.2684648036956787,3,1.0
221,221,221.0,1041184552.jpg,3,2020,1.2835395336151123,3,1.0
222,222,222.0,1041588404.jpg,3,2020,1.122502326965332,3,1.0
223,223,223.0,1041651309.jpg,3,2020,0.926849126815796,3,1.0
224,224,224.0,1041666046.jpg,2,2020,0.7936308979988098,2,1.0
225,225,225.0,1041701814.jpg,3,2020,1.0818088054656982,3,1.0
226,226,226.0,1041922165.jpg,2,2020,0.5637646913528442,2,1.0
227,227,227.0,1041923025.jpg,3,2020,1.0420374870300293,3,1.0
228,228,228.0,1042223039.jpg,3,2020,1.5025334358215332,3,1.0
229,229,229.0,1042521522.jpg,3,2020,1.153153657913208,3,1.0
230,230,230.0,1042550484.jpg,3,2020,1.2233281135559082,3,1.0
231,231,231.0,1042661635.jpg,3,2020,1.3048293590545654,3,1.0
232,232,232.0,1043083985.jpg,3,2020,1.153294801712036,3,1.0
233,233,233.0,1043086898.jpg,4,2020,1.1557835340499878,4,1.0
234,234,234.0,1043184548.jpg,3,2020,1.5906926393508911,2,1.0
235,235,235.0,1043238803.jpg,2,2020,0.6744433045387268,2,1.0
236,236,236.0,1043392236.jpg,3,2020,1.316633939743042,3,1.0
237,237,237.0,1043752907.jpg,3,2020,1.4087910652160645,3,1.0
238,238,238.0,1043857809.jpg,3,2020,1.2210209369659424,3,1.0
239,239,239.0,1044221536.jpg,3,2020,0.5092436671257019,3,1.0
240,240,240.0,104436415.jpg,2,2020,0.8155563473701477,2,1.0
241,241,241.0,1044411903.jpg,3,2020,0.963200867176056,3,1.0
242,242,242.0,1044545725.jpg,3,2020,1.224348783493042,3,1.0
243,243,243.0,1044718671.jpg,0,2020,0.7770512104034424,0,1.0
244,244,244.0,1044918414.jpg,3,2020,0.901820421218872,3,1.0
245,245,245.0,1044930186.jpg,3,2020,0.7121957540512085,3,1.0
246,246,246.0,1044971650.jpg,3,2020,1.0467524528503418,3,1.0
247,247,247.0,1045099368.jpg,4,2020,1.1520004272460938,4,1.0
248,248,248.0,1045208006.jpg,2,2020,1.5059734582901,2,1.0
249,249,249.0,1045339937.jpg,3,2020,1.3379848003387451,3,1.0
250,250,250.0,104535906.jpg,3,2020,1.060086727142334,3,1.0
251,251,251.0,1045545977.jpg,4,2020,1.4348137378692627,4,1.0
252,252,252.0,1045708576.jpg,3,2020,1.257001876831055,3,1.0
253,253,253.0,1045776023.jpg,3,2020,1.303720474243164,3,1.0
254,254,254.0,10459387.jpg,1,2020,0.5536123514175415,1,1.0
255,255,255.0,1045989131.jpg,3,2020,0.9260373711586,3,1.0
256,256,256.0,1046156726.jpg,2,2020,0.6323321461677551,3,1.0
257,257,257.0,1046187121.jpg,3,2020,1.2569055557250977,3,1.0
258,258,258.0,1046222396.jpg,3,2020,0.9385415315628052,3,1.0
259,259,259.0,1046486747.jpg,1,2020,2.3727118968963623,1,1.0
260,260,260.0,1046631452.jpg,2,2020,0.3962615728378296,2,1.0
261,261,261.0,1046703257.jpg,4,2020,0.2985023260116577,3,1.0
262,262,262.0,1046776729.jpg,3,2020,1.344348430633545,3,1.0
263,263,263.0,1046830901.jpg,3,2020,1.340436935424805,3,1.0
264,264,264.0,1047071545.jpg,3,2020,1.3014843463897705,3,1.0
265,265,265.0,1047154095.jpg,4,2020,0.6106937527656555,4,1.0
266,266,266.0,1047210476.jpg,3,2020,1.3464970588684082,3,1.0
267,267,267.0,1047272845.jpg,4,2020,1.8080732822418213,4,1.0
268,268,268.0,1047550741.jpg,3,2020,1.2334275245666504,3,1.0
269,269,269.0,1047645957.jpg,3,2020,1.0301785469055176,3,1.0
270,270,270.0,104769172.jpg,3,2020,1.0313150882720947,3,1.0
271,271,271.0,1047894047.jpg,3,2020,1.4064216613769531,3,1.0
272,272,272.0,1047901042.jpg,2,2020,1.824213981628418,2,1.0
273,273,273.0,1047958369.jpg,4,2020,1.274211883544922,4,1.0
274,274,274.0,1048147223.jpg,0,2020,2.468477725982666,0,1.0
275,275,275.0,1048372814.jpg,3,2020,1.2887380123138428,3,1.0
276,276,276.0,1048581072.jpg,2,2020,0.6559947729110718,2,1.0
277,277,277.0,1048678959.jpg,3,2020,1.1759498119354248,3,1.0
278,278,278.0,1048686894.jpg,2,2020,1.8732328414916992,2,1.0
279,279,279.0,1048738679.jpg,3,2020,1.2325854301452637,3,1.0
280,280,280.0,1048872437.jpg,3,2020,1.1440565586090088,3,1.0
281,281,281.0,1049426356.jpg,3,2020,0.7213973999023438,3,1.0
282,282,282.0,1049791378.jpg,4,2020,0.6625102758407593,4,1.0
283,283,283.0,1049924040.jpg,3,2020,1.3139429092407229,3,1.0
284,284,284.0,1050134400.jpg,3,2020,1.3781640529632568,3,1.0
285,285,285.0,1050263382.jpg,3,2020,1.1835355758666992,3,1.0
286,286,286.0,1050292454.jpg,3,2020,1.1068689823150637,3,1.0
287,287,287.0,1050313402.jpg,3,2020,1.093420386314392,3,1.0
288,288,288.0,105057263.jpg,1,2020,0.8426424860954285,1,1.0
289,289,289.0,1050774063.jpg,3,2020,1.2101051807403564,3,1.0
290,290,290.0,1050847556.jpg,4,2020,1.8803516626358032,4,1.0
291,291,291.0,1050949665.jpg,0,2020,1.7660001516342163,0,1.0
292,292,292.0,1051469374.jpg,3,2020,1.3951072692871094,3,1.0
293,293,293.0,1051688339.jpg,0,2020,1.756081223487854,0,1.0
294,294,294.0,1052028548.jpg,1,2020,0.2298153936862945,3,1.0
295,295,295.0,1052095724.jpg,0,2020,1.323440432548523,4,1.0
296,296,296.0,1052118637.jpg,3,2020,1.1983747482299805,3,1.0
297,297,297.0,1052854295.jpg,0,2020,1.4108054637908936,0,1.0
298,298,298.0,1052881053.jpg,3,2020,1.348186492919922,3,1.0
299,299,299.0,1052903541.jpg,3,2020,0.9432699680328368,3,1.0
300,300,300.0,1053009170.jpg,3,2020,1.106978416442871,3,1.0
301,301,301.0,105315247.jpg,3,2020,0.8948356509208679,3,1.0
302,302,302.0,1053293117.jpg,3,2020,1.1730501651763916,3,1.0
303,303,303.0,1053317654.jpg,3,2020,1.3401110172271729,3,1.0
304,304,304.0,1053317741.jpg,3,2020,1.3388490676879885,3,1.0
305,305,305.0,1053331543.jpg,3,2020,1.3623058795928955,3,1.0
306,306,306.0,1053506407.jpg,1,2020,0.7667461037635803,4,1.0
307,307,307.0,1054048740.jpg,2,2020,0.4774124324321747,4,1.0
308,308,308.0,1054179399.jpg,2,2020,2.608297824859619,2,1.0
309,309,309.0,1054232796.jpg,2,2020,1.9705674648284912,2,1.0
310,310,310.0,1054468967.jpg,3,2020,1.1258246898651123,3,1.0
311,311,311.0,1054935979.jpg,1,2020,1.2380754947662354,3,1.0
312,312,312.0,1054946133.jpg,2,2020,0.6268518567085266,3,1.0
313,313,313.0,1054987687.jpg,3,2020,1.1731750965118408,3,1.0
314,314,314.0,1055012871.jpg,3,2020,0.8751274943351746,3,1.0
315,315,315.0,1055305901.jpg,3,2020,1.3970177173614502,3,1.0
316,316,316.0,1055627573.jpg,3,2020,0.6962649822235107,3,1.0
317,317,317.0,105602329.jpg,0,2020,1.94521164894104,0,1.0
318,318,318.0,1056943297.jpg,3,2020,0.758161187171936,3,1.0
319,319,319.0,1057043660.jpg,3,2020,1.1591496467590332,3,1.0
320,320,320.0,105741284.jpg,4,2020,1.4462710618972778,4,1.0
321,321,321.0,1057462029.jpg,0,2020,0.0451279580593109,1,1.0
322,322,322.0,1057519931.jpg,3,2020,1.39367938041687,3,1.0
323,323,323.0,1057579024.jpg,3,2020,0.6242239475250244,3,1.0
324,324,324.0,1057697623.jpg,1,2020,1.9640357494354248,0,1.0
325,325,325.0,1058428683.jpg,2,2020,0.7730737328529358,2,1.0
326,326,326.0,1058438877.jpg,3,2020,1.1899423599243164,3,1.0
327,327,327.0,1058466257.jpg,3,2020,1.4628989696502686,3,1.0
328,328,328.0,1058542448.jpg,0,2020,0.8206380605697632,0,1.0
329,329,329.0,1058931181.jpg,3,2020,1.1968731880187988,3,1.0
330,330,330.0,1059213340.jpg,3,2020,0.4951424896717071,3,1.0
331,331,331.0,1059218033.jpg,3,2020,0.8482972383499146,3,1.0
332,332,332.0,1059334615.jpg,3,2020,1.358895778656006,3,1.0
333,333,333.0,1059412486.jpg,2,2020,3.8252344131469727,2,1.0
334,334,334.0,1059498220.jpg,3,2020,0.9649062752723694,3,1.0
335,335,335.0,1059782259.jpg,3,2020,1.2285966873168943,3,1.0
336,336,336.0,1059986462.jpg,2,2020,2.586120843887329,2,1.0
337,337,337.0,1060007225.jpg,3,2020,1.1141445636749268,3,1.0
338,338,338.0,1060214168.jpg,0,2020,0.532676637172699,4,1.0
339,339,339.0,1060477140.jpg,3,2020,0.6673415899276733,3,1.0
340,340,340.0,1060543398.jpg,4,2020,1.609061598777771,4,1.0
341,341,341.0,1060644080.jpg,4,2020,0.2343196272850036,2,1.0
342,342,342.0,10606813.jpg,3,2020,1.1031824350357056,3,1.0
343,343,343.0,1060691063.jpg,3,2020,1.1503446102142334,3,1.0
344,344,344.0,1060739991.jpg,3,2020,0.8155048489570618,3,1.0
345,345,345.0,1060754806.jpg,3,2020,1.360361099243164,3,1.0
346,346,346.0,10607686.jpg,2,2020,0.6957837343215942,2,1.0
347,347,347.0,1060819932.jpg,3,2020,1.1638946533203125,3,1.0
348,348,348.0,1061187521.jpg,3,2020,1.1193783283233645,3,1.0
349,349,349.0,1061287420.jpg,3,2020,1.4135665893554688,3,1.0
350,350,350.0,106169527.jpg,3,2020,1.2931361198425293,3,1.0
351,351,351.0,106217104.jpg,3,2020,0.2955609261989593,3,1.0
352,352,352.0,106233037.jpg,3,2020,1.2695047855377195,3,1.0
353,353,353.0,1063110047.jpg,1,2020,2.422787666320801,1,1.0
354,354,354.0,1063572140.jpg,3,2020,1.049525022506714,3,1.0
355,355,355.0,1064129080.jpg,3,2020,0.3754011690616607,3,1.0
356,356,356.0,1064213029.jpg,4,2020,1.0914686918258667,4,1.0
357,357,357.0,1064567128.jpg,3,2020,0.7810550928115845,3,1.0
358,358,358.0,1064567864.jpg,3,2020,1.1372199058532717,3,1.0
359,359,359.0,1064635740.jpg,3,2020,0.7552736401557922,3,1.0
360,360,360.0,1064688608.jpg,2,2020,2.984281063079834,2,1.0
361,361,361.0,1065474134.jpg,3,2020,0.9370175004005432,3,1.0
362,362,362.0,1065833532.jpg,4,2020,1.8099145889282229,4,1.0
363,363,363.0,1066546103.jpg,1,2020,0.7333582043647766,1,1.0
364,364,364.0,1066630679.jpg,3,2020,1.0394381284713743,3,1.0
365,365,365.0,1066635665.jpg,3,2020,0.982382833957672,3,1.0
366,366,366.0,1066701107.jpg,3,2020,1.0828661918640137,3,1.0
367,367,367.0,1067081821.jpg,3,2020,0.9770859479904176,3,1.0
368,368,368.0,1067302519.jpg,0,2020,1.3075754642486572,0,1.0
369,369,369.0,1067379852.jpg,3,2020,1.298642635345459,3,1.0
370,370,370.0,1067618974.jpg,3,2020,0.5754519104957581,3,1.0
371,371,371.0,1067694987.jpg,4,2020,0.4000551104545593,4,1.0
372,372,372.0,1067821323.jpg,3,2020,1.3293848037719729,3,1.0
373,373,373.0,1067829359.jpg,3,2020,1.005537748336792,3,1.0
374,374,374.0,106785011.jpg,3,2020,0.9439508318901062,3,1.0
375,375,375.0,1067983435.jpg,3,2020,0.9338408708572388,3,1.0
376,376,376.0,1068174637.jpg,2,2020,0.7055850625038147,2,1.0
377,377,377.0,1068558018.jpg,3,2020,1.0825748443603516,3,1.0
378,378,378.0,1068624123.jpg,3,2020,1.1198911666870115,3,1.0
379,379,379.0,1068801763.jpg,3,2020,1.0560115575790403,3,1.0
